"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2020-12-28","RICHARD BOOTH","2012-05-04","4506","DIANA59@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2020-12-26","CHRISTOPHER CHAVEZ","2001-11-26","1663","ERIKA59@GMAIL.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2020-09-27","LORI HAYES","1985-09-12","8318","USMITH@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2020-10-30","DENISE LOPEZ","2020-03-04","5733","HHALL@GMAIL.COM"
"UNIVERSIDAD DE FLORES","CONTADOR PÚBLICO ","2020-12-31","ANDREW MILLER","1945-03-19","1842","MATHEWSROBERT@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS AMBIENTALES","2020-12-30","AUDREY MENDEZ","1933-09-21","5424","MOOREJOSHUA@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2020-09-17","BRANDON WATKINS","1967-12-26","8400","DBAKER@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES","2021-01-06","JOHN YOUNG","1919-11-28","2170","KARENBRYANT@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","CONTADOR PÚBLICO ","2020-11-15","MICHAEL ROSE","1958-03-29","8403","MICHELLEWHITE@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2020-11-02","HEATHER GARCIA","1929-10-25","8122","LOPEZBRIANNA@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS AMBIENTALES","2020-10-28","BRIAN JONES","2021-01-21","3311","MMARTINEZ@GMAIL.COM"
"UNIVERSIDAD DE FLORES","MEDICINA","2020-11-14","PATRICIA WELCH","1968-07-21","5421","JASON87@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN MUSICOTERAPIA","2020-10-11","KATHRYN MORRIS","2018-05-15","9411","ROGERSJUSTIN@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2021-01-18","SIERRA DUARTE","1957-03-31","1874","BRIANKIM@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","FARMACIA","2020-12-27","SARA HANSEN","1958-05-17","5572","MDAVIS@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS AMBIENTALES","2020-11-17","KATHRYN MURPHY","1977-07-30","5700","KATHLEENGARCIA@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2020-11-14","CRYSTAL GREEN","1945-11-02","3170","WWILLIAMS@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2020-09-25","CAROL RICE","1931-04-08","5264","JONESMOLLY@GMAIL.COM"
"UNIVERSIDAD DE FLORES","CIENCIAS VETERINARIAS","2020-11-11","MELANIE DIAZ","1952-05-19","3620","KJONES@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PSICOLOGÍA","2020-11-25","SCOTT BROCK","2005-02-19","6337","CAROLYN49@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ","2020-11-26","LORI GILES","2011-01-18","6665","MARTINWILLIAMS@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA MECÁNICA","2020-11-09","MATTHEW VILLEGAS","1914-05-30","6451","OSCHWARTZ@GMAIL.COM"
"UNIVERSIDAD DE FLORES","CIENCIAS VETERINARIAS","2021-01-05","JUSTIN BARKER","1907-05-13","2520","JILL96@YAHOO.COM"
"UNIVERSIDAD DE FLORES","FARMACIA","2020-11-18","JOANNA RAMSEY","2002-08-13","6381","MARIE78@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2020-09-24","MARK STANTON","1932-05-24","9107","CHRISTOPHER71@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2020-12-19","SAMUEL DANIEL","2005-05-22","7221","OLIVIA41@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2020-11-25","RACHEL HERNANDEZ","1916-09-29","8148","ELAINE30@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN RELACIONES DEL TRABAJO ","2020-11-05","JOANNA GARCIA","1997-09-27","6381","SOLSEN@YAHOO.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2020-11-19","JAMES DIXON","1999-11-21","6053","DANARIGGS@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2020-12-18","TAMMY GRAY","1991-05-13","5750","AARONJACOBS@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN RELACIONES DEL TRABAJO ","2020-10-02","LORI BENNETT","2003-05-24","5751","GJACKSON@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2020-11-15","SARA OWENS","2008-04-05","5873","CHRISTINARICHARDSON@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2020-10-14","KRISTIN NGUYEN","1931-07-04","3561","ANTHONY90@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ARTES","2021-01-13","JERRY BRAUN","1939-08-19","5261","PAMELA53@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ADMINISTRACIÓN ","2020-10-03","LESLIE MILLER","1992-10-28","7412","SAMUELWHITE@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ADMINISTRACIÓN ","2020-12-20","SHERRY WILLIAMS","2006-02-16","1669","GONZALEZCASEY@YAHOO.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2020-12-08","DEVIN HARVEY","1913-05-18","4135","COOPERBRITTNEY@GMAIL.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2020-09-23","JENNIFER DECKER","2010-11-22","1875","BJOHNSON@YAHOO.COM"
"UNIVERSIDAD DE FLORES","FARMACIA","2020-09-03","KATHLEEN KAUFMAN","1922-12-01","2148","REGINA39@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2021-01-05","CAROL ELLIOTT","1928-02-24","4605","ALISON75@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2020-11-29","WALTER BROWN","2001-07-31","3042","JENNIFER62@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2020-10-21","LISA JAMES","2019-08-07","3111","NBAXTER@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2020-09-01","CHARLES ALLEN","1985-09-04","5831","NICHOLASJONES@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2020-10-02","JOEL GARCIA","1906-09-14","8501","JENNIFER44@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2020-09-19","DEBBIE MARTIN","1911-11-02","2943","TRAVIS65@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2020-09-07","REGINA OLSEN","2021-03-20","3112","WARDSARAH@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2021-01-19","JOHN LYNN","2012-10-17","5637","RYAN81@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2021-01-22","ANGELA BROWN","1955-05-07","3046","CHADJOHNSON@GMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2020-09-03","TARA HERNANDEZ","1959-08-09","3254","IPEREZ@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ","2020-09-13","JEREMY CLARK","2004-06-22","9020","JILL86@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PSICOLOGÍA","2021-01-25","ELIJAH NELSON DDS","1999-02-17","3285","KWEAVER@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS AMBIENTALES","2021-01-18","LAUREN MURPHY","1929-08-29","3136","PERRYBARRY@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA MECÁNICA","2020-09-29","NICHOLAS MOONEY DDS","1974-10-15","6325","JOHNSONCONNOR@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2020-10-11","ANGELA OWENS","1995-08-06","5503","MYERSTIFFANY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2020-10-09","MATTHEW SMITH","1971-10-16","3027","KEITHCHERRY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2020-09-23","BRITTANY KING","2019-11-04","1601","LINDA00@YAHOO.COM"
"UNIVERSIDAD DE FLORES","CONTADOR PÚBLICO ","2020-12-04","MONIQUE DOUGHERTY","1924-01-05","4751","ELLISDEBORAH@GMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO DE IMAGEN Y SONIDO","2020-09-29","GEORGE PENA","1936-10-11","6339","AMANDACHEN@GMAIL.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2020-09-15","KIMBERLY FLORES","2004-08-02","8000","RPATEL@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2020-12-06","KELLY MARKS","2007-08-09","6369","JMOODY@GMAIL.COM"
"UNIVERSIDAD DE FLORES","AGRONOMÍA","2020-12-09","PETER MAYO","1977-11-28","5555","KCURTIS@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2021-01-17","CHRISTINA SUAREZ","2016-01-26","6555","UTHOMAS@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN MUSICOTERAPIA","2021-01-03","DANA JOHNSON","1978-04-28","1708","KARENWELCH@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN RELACIONES DEL TRABAJO ","2020-09-28","FELICIA WILLIAMS","1917-08-31","3420","BNELSON@GMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2021-01-14","TRACY HILL","1935-10-16","1651","JAMESDUNCAN@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO INDUSTRIAL","2020-11-22","STEPHANIE BALL","2012-06-12","2148","FRANK96@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN","2020-12-06","ETHAN RICH","1955-01-05","5724","KMORALES@YAHOO.COM"
"UNIVERSIDAD DE FLORES","DISEÑO DE IMAGEN Y SONIDO","2020-10-31","RICHARD DANIEL","1966-02-13","6242","JOHNSONANGELA@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2020-09-05","TYLER CLARK","1948-05-11","2618","WRIGHTNICHOLAS@YAHOO.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2021-01-24","MICHAEL HERNANDEZ","1909-02-04","5734","RLEWIS@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2020-10-31","LAURA WALLACE","2003-08-19","4109","ANITAMCDONALD@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN RELACIONES DEL TRABAJO ","2021-01-17","BRIAN ROGERS","2009-08-22","5513","RYANJAMES@GMAIL.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2020-09-20","DANIEL WEST","2009-05-10","8361","WHITEANTHONY@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA MECÁNICA","2020-11-16","CALEB FRAZIER","2005-04-12","4142","MARKTHOMAS@GMAIL.COM"
"UNIVERSIDAD DE FLORES","MEDICINA","2021-01-03","MICHELLE CLARKE","1908-01-22","3471","PATRICKRANDALL@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2020-12-04","MARK FERNANDEZ","1989-10-04","5595","EMARSH@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2020-12-10","REBECCA JONES","1992-07-04","3486","HORTONCYNTHIA@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2020-11-27","DANIEL HUBBARD","1933-04-04","6058","JOHNSONMARK@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PSICOLOGÍA","2020-10-22","CHERYL LINDSEY","1987-02-20","5601","MELISSAMULLINS@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2020-12-24","JAMES MATHIS","2016-08-19","8326","RTHOMAS@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2020-11-09","JOSEPH COOLEY","1951-12-15","3551","COLEPAMELA@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ARTES","2020-10-10","KEVIN MEZA","1914-06-27","5632","JONESASHLEY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2020-09-11","BRANDON STEWART","2009-07-07","3420","CASTROTHOMAS@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2020-11-21","RICHARD BROOKS","1977-01-06","4640","JOHN54@YAHOO.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2020-09-01","JAIME GATES","2003-12-23","9050","HENRY62@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2020-12-28","PETER BLAIR","2005-02-18","5446","BGREENE@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ","2020-11-01","NICOLE MAYO","1951-06-27","1771","AHODGE@YAHOO.COM"
