universities,career,inscription_date,last_name,first_name,last_name,gender,age,location,email
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ADMINISTRACIÓN-,01-07-2021,WARNER,STEPHEN,WARNER,M,85.0,ALLENDE,PEREZERIC@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-SOCIOLOGÍA-,01-06-2020,DIAZ,STEVE,DIAZ,M,87.0,ISLA-GRAN-MALVINA,BTRAN@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,01-07-2020,PIERCE,ANTHONY,PIERCE,M,28.0,AGUA-LINDA,MPARKER@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-MECÁNICA,01-06-2020,GONZALEZ,KEVIN,GONZALEZ,M,70.0,BAÑOS-PISMANTA,HAYLEYHARTMAN@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,01-05-2020,BATES,ROBERT,BATES,M,77.0,ACHIRAS,MICHAELREYNOLDS@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,01-02-2021,NGUYEN,ERIN,NGUYEN,F,9.0,ATREUCO,UFERNANDEZ@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,FARMACIA,01-06-2021,HAYES,JOSEPH,HAYES,M,42.0,CAMPO-DE-TALAMAYO,PATRICIA33@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-MECÁNICA,01-06-2021,STEVENS,RONALD,STEVENS,M,78.0,23-DE-AGOSTO,JOHNSONJESSE@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,TÉCNICO-PARA-BIOTERIOS-,01-06-2021,HANSEN,DAWN,HANSEN,F,24.0,ANECON-CHICO,SPENCERVALENZUELA@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-INDUSTRIAL,01-06-2020,JIMENEZ,ANTHONY,JIMENEZ,M,72.0,SAN-FERNANDO,MGAINES@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CIENCIAS-VETERINARIAS,01-07-2021,GARCIA,STEPHANIE,GARCIA,F,71.0,VILLANI,NARNOLD@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,01-06-2020,EVANS,ERIK,EVANS,M,54.0,AARON-CASTELLANOS,NATHANBARTLETT@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,TÉCNICO-PARA-BIOTERIOS-,01-04-2021,LOWE,MICHELLE,LOWE,F,94.0,CAPITAN-BERMUDEZ,SHANNONMONTES@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,01-08-2021,SANTOS,EMILY,SANTOS,F,3.0,DRABBLE,DERRICK86@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-ELECTRÓNICA,01-03-2021,RODRIGUEZ,JAMES,RODRIGUEZ,M,45.0,COMODORO-PY,CARTERREGINALD@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-INDUSTRIAL,01-02-2021,HENSON,JENNIFER,HENSON,F,15.0,LA-CAÑADA,JOELGONZALEZ@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-MECÁNICA,01-05-2021,CAMPBELL,CATHY,CAMPBELL,F,58.0,EL-ZORRO,HECTORCASTILLO@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-SOCIOLOGÍA-,01-07-2020,EDWARDS,MARIA,EDWARDS,F,21.0,CAPITAN-SOLARI,HLAWRENCE@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-POLÍTICA-,01-08-2020,ARMSTRONG,ANITA,ARMSTRONG,F,43.0,ANTONIO-TOMAS,JOSEPH21@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,TÉCNICO-PARA-BIOTERIOS-,01-08-2020,BAUER,JESSE,BAUER,M,56.0,CAMPO-ANDINO,PALMERJEREMY@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ADMINISTRACIÓN-,01-08-2020,TREVINO,MARIA,TREVINO,F,21.0,SANCTI-SPIRITU,BRADLEYWHITEHEAD@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,01-06-2021,MASON,JOHN,MASON,M,106.0,BRITOS,ALEVY@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,TÉCNICO-PARA-BIOTERIOS-,01-04-2020,SALINAS,SAMANTHA,SALINAS,F,68.0,MAGGIOLO,KINGFRANK@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,01-07-2020,WEAVER,MATTHEW,WEAVER,M,32.0,ARTURO-VATTEONE,JEFFREYBROWN@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,01-05-2020,FRANK,MARTIN,FRANK,M,45.0,BANDA-FLORIDA,PSIMMONS@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,01-08-2020,BEST,AMANDA,BEST,F,54.0,CHELFORO,NICHOLSMICHAEL@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-POLÍTICA-,01-06-2021,COLLINS,MICHAEL,COLLINS,M,94.0,LAPRIDA,RWALKER@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-INDUSTRIAL,01-09-2020,HOWELL,DIANE,HOWELL,F,108.0,BUENA-VISTA,JESSICA54@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ADMINISTRACIÓN-,01-07-2020,RYAN,ASHLEY,RYAN,F,33.0,CAMARON-CHICO,KRISTENCAMPOS@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,01-06-2020,KOCH,LISA,KOCH,F,107.0,JUAN-VELA,SMITHSHANNON@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,01-04-2021,GORDON,ELAINE,GORDON,F,39.0,BARRIO-INDIO-TROMPA,ROBINSONBARBARA@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,01-07-2021,CANNON,JUSTIN,CANNON,M,19.0,CHACABUCO,TSMITH@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-SOCIOLOGÍA-,01-05-2021,LEWIS,LARRY,LEWIS,M,53.0,ACONQUIJA,CAROLYNCUMMINGS@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,01-03-2021,NELSON,MATTHEW,NELSON,M,16.0,ALCARAZ-NORTE,LOGAN81@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,FARMACIA,01-07-2021,KEITH,DR.,KEITH-WELLS,M,65.0,COLONIA-BOMBAL,WILLIAMSMELISSA@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,BIOQUÍMICA,01-07-2020,ROBINSON,KRISTEN,ROBINSON,F,80.0,ABRA-BAYA,PPERRY@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,01-04-2021,HARRIS,DANNY,HARRIS,M,39.0,BOCA-P-25,PWALKER@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ACTUARIO-,01-06-2020,MILLS,TRISTAN,MILLS,M,86.0,DESAMPARADOS,DAVIDFREY@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,01-05-2020,WATKINS,SALLY,WATKINS,F,46.0,ALIJILAN,BKING@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,01-05-2020,SINGLETON,CYNTHIA,SINGLETON,F,11.0,FRIGORIFICO-CAP,LISANOBLE@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,01-09-2020,KELLY,CINDY,KELLY,F,99.0,EDMUNDO-PERKINS,BRIDGESCHRISTOPHER@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PSICOLOGÍA,01-04-2020,RODRIGUEZ,KATIE,RODRIGUEZ,F,82.0,COLONIA-CLARA,RONALDSMITH@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-MUSICOTERAPIA,01-09-2020,OWENS,TIFFANY,OWENS,F,63.0,ANTONIO-PINI,MICHAEL80@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,MEDICINA,01-07-2020,MARTIN,GARY,MARTIN,M,25.0,DEST-AERONAUTICO-MILIT-RECONQU,TONYAKING@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,01-02-2021,CARR,ANTONIO,CARR,M,89.0,INDIO-RICO,RPENA@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,MEDICINA,01-09-2020,CRAIG,MATTHEW,CRAIG,M,73.0,6-DE-SEPTIEMBRE,MICHAEL12@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,01-05-2021,COLEMAN,YOLANDA,COLEMAN,F,107.0,EL-ESPINILLO,KRISTINHIGGINS@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,01-06-2021,LE,MARTIN,LE,M,36.0,EL-CHALTEN,JASONMITCHELL@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-DE-IMAGEN-Y-SONIDO,01-05-2020,STONE,SUMMER,STONE,F,84.0,VILLARS,QVAZQUEZ@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,01-06-2020,CARRILLO,SANDRA,CARRILLO,F,31.0,COMANDANTE-GIRIBONE,NELSONPETER@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PSICOLOGÍA,01-03-2020,MARSH,VICTORIA,MARSH,F,13.0,LA-TRANCA,PREYNOLDS@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,TÉCNICO-PARA-BIOTERIOS-,01-03-2021,BRADY,JORDAN,BRADY,F,38.0,BATERIAS,BYATES@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,TÉCNICO-PARA-BIOTERIOS-,01-02-2021,COOK,SHAWN,COOK,M,19.0,AMANA,MENDEZJEFFERY@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-INDUSTRIAL,01-02-2021,HERNANDEZ,TAYLOR,HERNANDEZ,M,52.0,ARROYO-PALMAR,STACYBAILEY@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-EN-INFORMÁTICA,01-04-2020,CARTER,JOHN,CARTER,M,24.0,AGUA-DE-LOS-MANANTIALES,JOHNSONMICHAEL@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ARQUITECTURA,01-05-2021,HICKS,CHRIS,HICKS,M,38.0,ACONQUIJA,JEFF90@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CONTADOR-PÚBLICO-,01-08-2020,COOKE,MEGAN,COOKE,F,102.0,ISLA-LOS-LAURELES,JOHNSONCASEY@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CIENCIAS-VETERINARIAS,01-07-2020,WARD,LISA,WARD,F,102.0,ALMIRANTE-BROWN,JAMESBOLTON@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,01-02-2021,WOLF,LAURA,WOLF,F,80.0,BALNEARIO-ATLANTIDA,WANDA20@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,MEDICINA,01-06-2020,TAYLOR,ALEXIS,TAYLOR,F,1.0,VILLA-ADELINA,KIMBERLYVALDEZ@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,01-05-2020,HILL,REGINA,HILL,F,11.0,KILOMETRO-23,AANDERSON@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,01-04-2021,SANDERS,KELSEY,SANDERS,F,50.0,COLONIA-RIVAS,FELLISON@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,FARMACIA,01-07-2020,DAVIS,LAURA,DAVIS,F,14.0,ALTO-LOS-CARDALES,MARTINVANESSA@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-ELECTRÓNICA,01-04-2021,MARIA,MS.,MARIA-LOPEZ,F,17.0,COLONIA-MARGARITA,BARRETTRACHEL@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,01-03-2020,THOMPSON,JOEL,THOMPSON,M,78.0,MANUEL-ALBERTI,DOUGLASTHOMPSON@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-POLÍTICA-,01-05-2021,GRAHAM,TIMOTHY,GRAHAM,M,96.0,GUAMINI,BRITTANY95@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PSICOLOGÍA,01-03-2020,MORGAN,BRITTANY,MORGAN-MD,F,38.0,ATUCHA,CARPENTERMARY@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,01-03-2021,MOSS,ANGEL,MOSS,M,36.0,AGUA-LINDA,XKENNEDY@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,FARMACIA,01-04-2020,PRICE,JAMES,PRICE,M,88.0,CHAPUY,CARLYROWE@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,01-07-2020,WERNER,CHRISTOPHER,WERNER,M,39.0,GOBERNADOR-DUVAL,PRHODES@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-MECÁNICA,01-07-2021,GUERRA,PATRICK,GUERRA,M,64.0,CUPILES,TMILLER@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-POLÍTICA-,01-06-2021,STEWART,KELLY,STEWART,F,52.0,BUENA-VISTA,JONESERIN@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ADMINISTRACIÓN-,01-06-2021,MARTINEZ,DANA,MARTINEZ,F,37.0,CASABLANCA,BENJAMINBISHOP@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ACTUARIO-,01-09-2020,GARCIA,JACK,GARCIA,M,98.0,RICARDO-ROJAS,BASSVICTORIA@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,AGRONOMÍA,01-06-2020,DORSEY,AARON,DORSEY,M,97.0,BUENA-VISTA,JOSHUA11@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,TÉCNICO-PARA-BIOTERIOS-,01-02-2021,CHASE,JEFFREY,CHASE,M,54.0,FARO-SAN-ANTONIO,BMARTIN@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,01-03-2021,HANSON,SCOTT,HANSON,M,49.0,CALCHAQUI,JESSICA96@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,01-07-2021,HOLDEN,WILLIE,HOLDEN,M,5.0,ALDAO,KGRIFFITH@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ARQUITECTURA,01-04-2020,TAYLOR,CHARLES,TAYLOR,M,88.0,CARLOS-MARIA-NAON,ZLAM@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-DE-IMAGEN-Y-SONIDO,01-05-2021,RUSSELL,CHRISTOPHER,RUSSELL,M,24.0,COLONIA-ALBERDI,FSNYDER@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,01-02-2021,BROWN,TIM,BROWN,M,78.0,COLONIA-SAN-FRANCISCO,CHRISTOPHER71@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-SOCIOLOGÍA-,01-04-2020,THOMAS,KENNETH,THOMAS,M,101.0,PEREZ,USOLIS@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,01-06-2020,HENDRICKS,MARY,HENDRICKS,F,67.0,FLORENCIO-VARELA,WILLIAMSDEVIN@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CIENCIAS-VETERINARIAS,01-09-2020,CRUZ,JOSHUA,CRUZ,M,8.0,ALVAREZ-JONTE,POWENS@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,01-02-2021,YOUNG,STEVEN,YOUNG,M,6.0,AGUADA-DE-LA-PEÑA,PATRICIA02@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CONTADOR-PÚBLICO-,01-07-2021,JOHNSON,KENT,JOHNSON,M,60.0,APARICIO-CUE,PARKSMARK@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,01-09-2020,JOHNSON,MICHAEL,JOHNSON,M,30.0,CAMINO-CENTENARIO-KM-11500,WTERRY@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,01-04-2021,SMITH,MICHAEL,SMITH,M,25.0,ANGELINA,JEFFREYSANCHEZ@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,01-08-2021,NOBLE,ROBERT,NOBLE,M,103.0,EL-CARRETERO,DANIELLE06@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,AGRONOMÍA,01-05-2021,CALLAHAN,CATHERINE,CALLAHAN,F,86.0,FRANCISCO-PAZ,BEASLEYTREVOR@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,01-02-2021,HOWARD,HEATHER,HOWARD,F,24.0,20-DE-FEBRERO,AJOHNSON@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,01-08-2020,PERRY,DARLENE,PERRY,F,13.0,ARBOL-VERDE,ZSUTTON@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-MUSICOTERAPIA,01-06-2021,LOVE,VERONICA,LOVE,F,47.0,CANDELARIA-SUD,THOMASIAN@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,01-09-2020,CURRY,JESSICA,CURRY,F,37.0,AN-AIKE,ROBERTDOMINGUEZ@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,01-05-2021,RODRIGUEZ,DESIREE,RODRIGUEZ,F,19.0,CANGALLO,KARENADAMS@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,AGRONOMÍA,01-03-2020,WASHINGTON,AARON,WASHINGTON,M,91.0,28-DE-JULIO,ZBEARD@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,TÉCNICO-PARA-BIOTERIOS-,01-05-2021,ROMERO,OLIVIA,ROMERO,F,85.0,LOS-ANTIGUOS,LAURA22@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,01-06-2021,PATTERSON,STEVEN,PATTERSON,M,71.0,BARRIO-GARIN-NORTE,BECKYHUNT@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-SOCIOLOGÍA-,01-06-2020,THOMPSON,DAWN,THOMPSON,F,107.0,BAÑOS-LUNLUNTA,ZGARCIA@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,FARMACIA,01-05-2020,NGUYEN,STUART,NGUYEN,M,57.0,CAMPO-SALUSSO,UBROWN@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,01-04-2021,ANDERSON,MELISSA,ANDERSON,F,113.0,AGUA-COLORADA,KHUERTA@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,01-08-2021,JOYCE,DAVID,JOYCE,M,105.0,ALTO-DE-SIERRA,CMACDONALD@HOTMAIL.COM
